"Proximal,10ms,0.2Hz,9.4GPM","Distal,10ms,0.2Hz,9.4GPM","Proximal,10ms,0.2Hz,8.6GPM","Distal,10ms,0.2Hz,8.6GPM","Proximal,10ms,0.2Hz,7.8GPM","Distal,10ms,0.2Hz,7.8GPM","Proximal,10ms,0.2Hz,6.7GPM","Distal,10ms,0.2Hz,6.7GPM","Proximal,10ms,0.2Hz,5.4GPM","Distal,10ms,0.2Hz,5.4GPM","Proximal,10ms,0.2Hz,3.9GPM","Distal,10ms,0.2Hz,3.9GPM","Proximal,10ms,0.2Hz,3.2GPM","Distal,10ms,0.2Hz,3.2GPM"
30.616,30.431,29.809,31.384,30.177,30.778,30.5,31.057,29.237,29.809,32.609,31.923,31.594,31.923
30.523,30.477,29.74,31.548,30.408,30.732,30.523,31.15,29.511,31.08,32.041,31.782,31.618,32.656
30.732,30.987,29.855,31.477,30.408,30.57,30.477,31.127,28.714,30.848,31.97,31.759,31.571,31.923
31.127,30.825,29.809,31.454,30.546,30.801,30.338,31.127,29.26,30.941,32.23,31.97,31.759,31.97
30.801,30.987,29.74,31.431,30.2,30.755,30.5,31.15,29.351,31.15,32.041,31.594,31.594,32.348
30.546,30.964,29.809,31.407,30.384,30.778,30.431,31.104,29.465,30.918,32.065,31.665,31.571,31.9
30.709,31.267,29.786,31.407,30.315,30.987,30.454,31.15,29.26,30.941,32.112,31.665,31.477,32.017
31.034,30.778,29.809,31.454,30.384,29.351,30.454,31.15,30.941,31.197,32.159,31.641,31.501,32.017
31.034,30.778,29.786,31.454,30.408,30.894,30.5,31.15,29.191,31.15,32.017,31.571,31.407,31.994
30.778,30.755,29.74,29.832,30.338,30.801,30.408,31.174,29.26,31.594,31.97,31.688,31.454,32.017
30.616,30.778,29.671,31.477,30.2,30.871,30.408,31.127,29.214,30.848,30.546,31.641,31.548,31.994
30.825,31.759,29.603,31.477,20.858,30.801,30.408,31.15,29.1,30.131,31.947,31.641,32.206,32.041
30.616,31.15,29.671,31.477,30.546,30.755,30.384,31.15,29.26,30.987,31.947,31.22,31.431,31.923
30.755,30.941,29.649,31.454,30.362,31.174,30.408,31.15,29.009,31.454,31.97,31.641,31.384,31.994
30.755,30.778,29.809,31.431,32.396,30.801,30.408,31.127,29.626,30.825,31.641,31.641,31.454,31.947
30.709,31.314,29.671,31.384,30.408,30.894,30.408,31.127,29.009,31.08,31.9,31.594,31.407,32.017
30.755,30.918,29.671,31.36,30.338,31.15,30.384,31.011,29.191,30.987,31.9,31.665,31.501,31.923
30.662,31.011,29.671,31.431,30.2,30.894,30.384,30.941,29.191,30.894,31.9,31.665,31.454,31.994
30.709,30.894,29.671,31.384,30.315,30.941,30.338,31.127,29.191,30.918,31.9,31.735,31.384,31.947
30.778,31.127,29.671,31.477,29.97,31.197,30.338,31.15,29.283,30.941,31.9,29.442,31.22,31.923
30.801,30.616,29.671,31.314,31.011,31.9,30.246,31.15,28.941,29.055,31.853,31.641,31.314,31.97
30.5,31.034,29.649,31.15,30.987,31.384,30.315,31.15,29.1,30.801,31.9,31.618,31.407,31.97
30.801,30.987,29.649,31.36,30.755,31.36,30.292,31.15,29.306,30.848,31.853,31.665,31.267,31.97
30.732,31.104,29.626,31.407,30.941,31.29,30.292,31.15,28.941,30.894,31.876,31.594,31.244,31.923
31.127,30.732,29.671,31.454,30.848,31.314,30.177,30.2,29.1,30.941,31.97,31.571,34.194,31.923
30.709,30.616,29.649,31.36,30.987,31.431,30.2,31.15,28.782,31.034,31.806,31.618,31.22,31.923
30.709,30.848,29.534,31.36,31.104,31.407,30.269,31.15,29.351,30.778,31.876,31.641,31.267,31.947
30.57,30.941,29.557,31.407,30.778,32.017,30.2,36.821,29.306,30.918,31.688,31.594,31.174,31.947
30.709,30.732,29.671,31.454,30.662,31.337,30.246,31.15,29.328,34.927,31.08,31.571,31.267,31.947
30.894,30.801,29.557,31.36,30.732,31.548,30.131,31.314,29.009,31.034,31.688,31.594,31.267,31.97
30.57,30.778,29.557,31.36,30.732,31.267,30.108,31.174,29.169,30.778,31.501,31.641,33.421,31.97
30.662,29.146,29.626,31.454,30.755,31.524,30.108,31.15,29.191,30.894,28.714,31.594,31.15,31.97
30.616,30.292,29.557,31.314,30.894,31.665,29.878,31.174,29.809,30.941,31.641,31.618,31.197,31.994
30.639,30.894,29.26,31.104,31.15,31.477,30.062,31.15,28.941,31.197,31.735,31.571,31.197,31.994
30.732,30.871,29.283,31.08,30.848,33.71,30.085,31.15,29.1,31.22,31.735,31.618,31.15,32.206
30.546,30.918,29.26,30.918,31.15,31.548,30.085,31.15,29.169,31.011,31.665,31.618,31.174,32.017
30.616,30.662,30.016,30.894,30.755,31.524,30.108,31.15,29.283,30.871,31.782,31.594,31.174,31.97
31.011,30.894,29.237,31.15,30.825,31.853,30.108,31.15,29.237,31.08,31.665,31.548,31.15,32.065
31.034,30.848,29.42,31.034,31.22,31.501,30.062,31.15,29.237,31.011,31.594,31.594,31.22,31.97
30.57,31.15,29.603,30.825,30.848,31.524,30.016,31.22,29.283,30.941,31.548,31.548,31.15,32.017
30.523,31.15,29.26,30.894,30.801,31.571,29.924,31.15,27.991,30.987,31.501,31.594,31.15,31.876
30.408,30.801,29.328,31.057,30.778,31.501,30.062,31.197,29.237,29.832,31.571,31.665,31.127,31.97
30.362,31.29,29.237,31.15,30.778,31.524,30.039,31.22,29.534,30.825,31.571,31.571,31.15,32.017
30.57,30.918,29.306,30.801,30.685,31.571,29.626,31.15,29.351,30.801,31.524,31.688,31.08,32.372
30.546,31.011,29.283,30.987,30.755,31.571,29.97,31.15,29.237,30.918,31.454,31.594,31.15,31.9
30.57,31.127,29.306,31.08,30.801,31.501,29.924,31.15,29.1,30.918,31.454,31.9,30.825,31.759
30.709,30.941,29.283,31.104,30.894,31.501,29.97,31.15,29.306,30.987,31.477,31.571,28.216,31.994
30.062,31.36,29.328,30.871,30.709,31.524,29.993,31.22,29.169,30.778,31.454,31.594,30.918,31.688
30.523,30.801,29.237,31.08,30.778,31.477,29.924,31.174,29.351,30.848,31.477,31.641,30.825,31.947
30.523,30.801,29.283,31.011,30.755,31.548,29.947,31.15,29.1,31.011,31.501,31.548,30.177,31.759
30.408,31.034,29.603,31.034,30.801,31.524,29.924,31.15,29.237,30.755,31.314,31.571,30.269,31.9
30.616,30.801,29.237,31.548,30.685,31.548,29.924,31.15,29.306,32.206,31.384,31.571,31.876,32.206
30.639,30.778,28.964,30.941,30.662,31.501,29.832,31.174,29.306,30.801,31.407,31.501,30.778,32.112
30.685,30.755,29.397,27.474,30.662,31.477,30.062,31.174,28.941,30.918,31.994,31.618,31.22,31.853
30.662,31.011,29.237,30.964,30.709,31.524,29.901,31.314,29.328,30.941,31.197,31.594,30.662,31.759
30.546,30.825,29.237,31.011,30.709,31.548,29.97,31.174,26.937,31.735,31.337,31.524,30.57,31.641
30.778,30.918,29.191,31.174,30.662,31.548,29.901,31.197,29.146,30.941,31.22,31.594,30.523,31.806
30.57,30.871,29.26,30.825,30.662,31.524,29.832,32.301,29.397,30.987,31.22,31.571,31.08,31.876
30.5,30.871,29.078,31.011,30.616,31.524,30.2,31.15,29.1,30.987,31.22,31.594,30.616,31.829
31.806,30.825,29.1,31.034,28.555,31.501,30.662,31.174,29.351,31.011,31.22,31.524,30.477,31.571
30.062,30.732,28.941,31.011,30.477,30.292,29.809,31.314,29.374,30.941,31.174,29.306,30.57,31.501
30.477,30.918,29.306,31.36,30.616,31.501,29.763,31.174,29.671,31.011,31.244,31.501,30.639,31.665
30.408,31.104,29.146,30.755,30.57,31.548,29.924,31.174,29.374,31.034,31.15,31.548,30.523,31.9
30.523,30.941,29.283,30.755,30.546,31.548,29.832,31.314,29.397,31.011,31.15,31.594,30.431,31.759
30.546,30.941,29.214,30.732,30.523,31.571,29.855,31.267,28.216,30.941,31.15,31.594,30.5,31.759
30.454,31.011,29.328,30.894,30.477,31.501,29.832,31.174,29.671,30.825,31.197,31.548,30.709,28.964
30.523,30.778,29.328,30.987,30.477,31.384,29.947,31.314,29.374,31.011,31.174,31.548,30.408,31.923
30.57,31.127,29.649,31.034,30.477,31.548,28.058,31.22,29.146,30.941,31.104,31.571,30.5,31.782
30.546,31.197,29.42,30.894,30.5,31.571,29.786,31.267,29.649,31.011,31.08,31.477,30.477,31.501
30.662,31.407,29.603,30.662,30.477,31.548,29.786,31.197,29.534,31.011,31.034,31.594,30.431,31.97
31.22,30.408,29.146,30.848,30.454,31.501,29.671,31.22,29.511,30.894,31.08,31.524,30.662,31.876
30.454,30.338,29.328,30.894,30.408,31.501,29.763,31.29,29.694,31.08,31.104,31.548,30.801,31.688
30.477,30.639,29.26,30.894,30.431,31.594,29.901,31.174,29.671,30.894,30.918,31.548,30.593,31.782
30.894,30.755,29.1,30.709,30.5,31.548,29.58,30.941,29.534,31.034,31.08,31.548,30.177,31.735
30.477,31.011,29.42,30.848,30.408,31.524,29.58,31.034,29.694,30.871,31.034,31.501,30.454,31.759
30.57,31.22,29.078,31.15,30.384,31.524,29.649,30.408,29.488,30.848,31.011,31.501,30.546,31.641
29.442,30.918,28.578,30.801,30.408,31.548,29.626,30.941,29.511,30.964,30.918,31.524,30.431,31.876
30.616,30.894,29.169,31.011,30.408,31.524,29.442,31.15,29.671,30.755,31.011,31.501,30.408,31.594
30.477,30.918,28.013,30.848,30.362,31.571,29.694,30.778,29.557,31.034,30.894,31.548,30.408,31.923
30.408,31.034,29.534,30.801,30.362,31.501,29.465,31.104,29.534,30.801,30.918,31.477,30.408,31.829
29.809,30.987,29.397,30.755,30.269,31.571,29.809,30.778,29.626,30.941,30.918,31.618,30.848,31.548
30.454,30.987,29.374,30.709,30.292,31.571,29.442,30.801,29.534,31.034,30.848,31.594,30.338,31.759
30.709,30.941,29.511,30.662,30.362,31.594,29.306,31.034,29.626,30.57,30.918,31.501,30.848,34.17
30.454,30.918,29.214,30.778,30.269,31.9,29.465,30.523,29.649,30.825,30.894,31.524,31.22,31.806
30.454,31.011,29.351,30.848,30.269,31.548,30.362,30.894,29.603,31.011,30.848,31.524,30.408,31.97
30.408,31.104,29.694,29.055,30.177,31.571,29.442,30.987,29.603,31.244,30.894,31.548,30.246,31.712
30.431,30.987,29.374,30.732,30.2,31.548,29.465,31.08,29.671,30.894,30.848,30.685,30.2,31.947
29.924,30.546,29.191,30.778,30.2,31.594,29.306,31.011,29.603,30.732,30.801,31.548,30.177,31.853
30.616,30.918,29.328,30.778,30.131,31.524,29.671,30.918,29.442,30.918,30.801,31.477,30.338,31.853
30.338,30.894,29.328,30.709,30.177,32.728,29.465,31.011,29.649,31.759,30.801,31.524,30.338,31.548
30.408,30.871,29.306,30.755,30.2,31.548,28.737,30.941,29.626,30.941,30.778,31.501,30.338,31.876
30.108,30.871,29.351,30.755,30.2,31.548,29.26,31.08,29.671,30.894,30.732,31.97,30.154,31.853
30.431,30.848,29.191,30.709,30.085,31.571,29.214,31.15,29.671,30.848,30.801,31.501,30.292,31.641
30.732,30.987,28.918,30.755,30.085,31.618,29.465,31.127,29.649,31.15,30.825,31.688,30.269,31.735
30.408,30.918,29.603,30.801,30.085,31.571,29.374,31.15,29.671,30.941,30.732,31.501,30.269,31.735
30.338,30.825,29.328,30.662,30.039,31.501,29.328,31.384,29.694,31.011,30.755,31.524,30.269,31.806
30.454,30.108,29.306,30.57,30.016,31.618,29.786,31.011,29.671,31.923,30.778,31.548,30.062,31.782
30.384,30.778,29.465,30.987,30.039,31.548,29.26,30.987,29.786,30.941,30.801,31.501,30.431,31.759
30.408,30.894,29.374,30.616,29.993,31.548,29.146,30.941,29.671,30.941,30.778,31.594,30.016,31.641
30.477,30.941,29.603,30.685,30.016,31.594,29.351,31.034,29.671,30.848,30.778,31.524,30.062,31.876
30.177,30.685,29.465,30.732,29.993,31.618,29.306,31.22,29.74,31.034,30.778,31.524,30.292,31.688
30.177,31.011,29.465,30.685,30.016,31.548,29.374,31.104,29.786,30.732,30.778,31.524,30.177,31.829
30.362,31.501,29.626,31.15,29.993,31.548,29.1,31.034,29.717,31.011,30.755,31.548,30.2,31.782
30.477,31.034,29.351,30.292,29.878,31.571,29.146,31.15,29.832,30.987,30.755,31.501,30.177,30.477
30.431,31.034,29.283,31.548,29.97,31.571,29.169,31.057,29.786,31.057,30.709,31.571,30.131,31.314
30.408,30.778,29.626,30.662,29.878,31.923,29.169,31.104,29.809,31.011,30.755,31.524,30.292,31.782
30.546,30.918,29.671,30.57,29.947,31.571,29.169,30.987,29.832,31.034,30.732,31.524,30.108,31.782
30.408,30.825,29.534,30.639,29.901,31.594,29.078,31.057,29.901,30.987,30.384,31.477,29.74,31.782
30.223,30.894,29.283,30.801,29.878,31.548,29.42,31.267,29.901,32.823,30.616,31.454,30.246,31.688
30.477,30.918,29.557,30.546,29.832,31.571,28.782,31.08,29.924,31.034,30.408,31.477,29.993,31.735
30.408,30.778,29.328,30.709,29.832,31.571,29.146,30.918,29.901,31.011,30.662,31.501,30.039,32.159
30.338,29.442,29.328,30.801,29.832,31.806,29.283,31.08,29.924,31.057,30.709,31.524,30.2,31.688
30.2,30.825,29.283,30.709,29.786,31.571,29.442,31.174,29.809,31.034,30.408,31.15,30.062,31.923
30.269,30.57,29.306,30.662,29.832,31.548,29.169,31.15,23.327,30.848,30.384,31.174,30.039,31.735
30.408,31.15,29.306,30.732,29.809,31.548,28.941,31.314,30.039,31.127,30.616,31.197,29.397,31.688
30.408,31.127,29.397,30.616,29.855,31.594,29.26,31.08,29.993,31.08,30.338,31.127,30.085,31.571
30.154,30.801,29.557,30.755,29.671,31.548,29.191,31.174,30.016,31.127,30.755,30.918,29.809,31.97
30.384,30.894,29.328,30.523,29.74,31.524,29.1,31.011,30.039,31.08,30.384,31.267,33.109,31.618
30.062,30.894,29.032,30.523,29.786,31.594,29.26,30.918,29.947,31.08,30.246,31.407,29.924,31.829
31.15,31.104,29.374,31.15,30.941,31.571,29.306,31.057,30.085,30.987,30.362,31.524,29.74,31.641
31.057,31.314,29.26,30.662,29.717,29.832,29.078,30.894,30.062,30.918,30.2,31.267,30.431,31.641
30.825,31.29,28.85,30.57,29.694,31.548,29.557,31.104,30.062,31.034,31.15,31.15,29.901,31.688
30.918,31.314,29.26,30.108,29.694,31.618,28.216,31.057,30.131,31.034,30.108,31.197,30.039,31.782
30.778,31.384,29.603,30.546,29.671,31.501,29.42,31.127,30.108,31.127,30.408,31.15,29.786,31.688
30.848,31.501,29.786,30.546,29.603,31.665,29.306,30.918,30.131,31.034,30.338,31.29,30.431,31.735
30.918,31.36,29.283,30.57,29.671,31.618,29.055,29.878,30.131,31.034,30.016,31.22,29.809,31.853
30.755,29.009,29.1,30.778,29.671,31.548,29.191,31.011,30.154,31.08,30.523,31.034,29.878,31.9
31.104,31.688,29.465,30.523,29.671,31.524,29.214,31.15,30.039,31.15,30.108,31.034,29.786,31.735
31.15,31.454,28.828,30.546,29.671,31.618,29.283,31.15,30.039,29.901,30.016,31.174,29.511,31.688
30.848,31.524,29.306,30.362,29.671,31.571,29.465,31.104,30.154,31.08,30.384,30.941,30.154,31.594
31.034,31.384,29.374,30.523,29.671,31.618,32.585,31.08,30.108,31.104,29.832,29.328,29.786,31.853
30.778,31.384,29.328,31.011,29.626,31.641,29.328,31.034,30.177,31.034,30.2,31.244,29.649,31.594
30.57,31.384,29.306,34.927,29.58,31.594,29.328,30.987,30.177,31.034,30.477,31.127,29.809,31.548
30.778,31.011,29.1,30.269,29.603,31.594,29.146,31.034,30.292,31.08,30.338,31.29,29.694,31.829
30.639,30.523,29.374,30.662,29.924,31.524,29.283,31.08,30.246,31.407,30.408,31.15,29.694,31.688
31.127,31.431,29.328,30.292,29.58,31.548,29.26,31.127,30.2,31.15,30.108,31.127,29.717,31.782
30.778,31.384,29.328,30.523,29.465,31.594,29.237,30.987,30.246,31.15,30.108,31.174,29.786,31.759
30.778,31.454,29.26,30.639,29.626,31.571,29.169,31.501,30.292,31.104,30.154,31.384,29.74,31.641
30.639,31.384,29.534,30.546,29.557,31.501,29.191,31.104,30.362,30.987,29.97,31.127,29.694,31.853
30.778,31.454,29.351,30.57,29.878,31.594,29.306,30.709,30.223,31.15,31.267,31.174,29.786,31.571
30.778,31.454,29.42,30.408,29.442,31.548,29.26,31.127,30.408,31.127,30.085,31.267,29.786,31.759
30.709,31.548,29.442,30.57,29.557,31.477,29.214,31.15,30.338,31.08,30.431,31.501,29.534,31.641
30.732,31.524,29.306,30.662,29.511,34.267,29.511,31.477,30.338,31.15,30.085,31.057,27.766,31.594
30.408,31.454,29.42,30.57,29.603,31.22,29.26,30.918,30.338,31.104,28.941,31.15,29.649,31.853
30.732,31.501,29.626,29.694,29.557,31.548,28.623,31.034,30.338,31.08,30.154,31.15,29.649,31.524
30.685,31.524,29.557,30.57,29.306,31.314,29.237,30.732,30.269,31.15,30.2,31.22,29.671,31.829
30.616,31.407,29.717,30.477,29.283,31.29,29.42,31.15,30.292,31.011,30.384,31.15,30.154,31.641
30.685,31.314,29.603,30.454,29.009,31.407,28.987,31.104,30.384,31.127,30.016,31.314,29.671,31.618
30.616,31.407,29.626,30.477,29.1,31.407,29.283,31.104,30.384,31.127,30.154,31.15,29.832,32.017
30.523,31.407,29.649,30.477,29.1,31.407,29.191,31.174,30.408,31.104,30.408,30.825,29.878,31.853
30.523,31.477,29.557,30.338,29.169,31.665,29.055,31.127,30.362,31.127,30.062,31.15,29.671,31.665
30.685,31.36,29.671,30.546,29.009,31.174,29.169,31.15,30.408,31.08,30.454,31.15,28.578,31.548
30.477,31.477,29.557,30.454,29.283,31.22,29.306,31.104,30.408,31.127,21.765,31.15,29.97,31.759
30.431,31.407,29.58,30.454,29.511,31.29,29.169,31.15,30.408,31.08,29.97,31.29,29.671,31.735
30.523,31.407,29.649,30.5,29.26,31.127,29.58,31.15,30.408,31.15,29.717,31.174,29.671,31.688
30.546,31.36,29.511,30.523,29.26,31.244,29.123,30.477,26.759,31.15,29.74,31.174,29.671,31.688
30.408,31.454,29.649,30.408,28.737,31.15,29.237,31.034,31.15,31.127,30.338,31.15,29.671,31.594
30.408,31.384,29.671,30.431,29.032,31.384,29.351,31.29,30.408,31.127,30.154,31.174,29.671,31.853
30.384,31.407,29.809,30.523,29.26,31.15,29.146,40.263,30.454,31.104,30.546,31.15,29.671,30.941
30.431,31.384,29.947,30.408,29.306,31.29,29.306,31.127,30.431,31.174,30.039,31.08,29.626,31.665
30.408,31.384,29.671,30.778,29.191,31.22,29.214,31.127,30.431,31.15,29.649,31.22,29.306,31.688
30.523,31.407,29.694,30.408,29.557,31.197,29.42,31.15,30.408,31.15,30.085,31.127,29.694,31.641
30.384,31.314,29.649,30.57,29.1,31.22,29.306,31.011,30.408,31.104,29.832,31.15,29.763,31.782
30.384,31.454,30.131,30.454,29.283,31.15,29.328,31.08,30.431,31.15,29.809,31.477,29.671,31.22
30.408,31.431,29.74,30.918,29.169,31.267,29.306,30.848,30.477,31.15,30.016,31.011,29.694,31.594
30.362,31.29,29.671,30.894,29.169,31.314,29.351,30.477,30.477,31.15,30.016,31.15,29.649,31.9
30.177,30.546,28.216,30.477,29.26,31.127,29.26,31.104,30.454,31.174,29.947,31.15,30.431,31.947
30.338,31.454,29.74,30.5,29.351,31.641,29.214,31.267,30.477,31.15,29.924,31.127,29.671,31.853
30.269,31.407,29.442,30.523,28.964,31.22,29.694,31.127,30.454,31.15,30.062,31.034,29.947,31.9
30.177,31.314,29.763,30.408,29.42,31.15,30.154,31.127,30.57,31.104,33.205,31.501,29.671,31.782
30.154,31.314,29.786,30.5,29.283,31.267,29.306,31.267,30.523,31.15,30.039,30.848,29.465,31.594
30.2,31.384,29.328,30.477,29.055,31.407,29.283,30.732,30.546,31.15,29.763,31.15,29.465,31.759
30.154,31.034,28.623,30.431,29.26,31.197,29.169,30.408,30.5,31.15,29.901,31.15,24.331,31.594
30.2,31.384,29.809,30.477,29.191,31.22,29.306,31.15,30.546,31.15,30.085,31.127,29.649,31.594
30.246,31.384,29.74,30.477,29.649,31.15,29.306,31.127,30.616,31.15,29.901,37.816,29.671,31.688
30.108,31.36,29.809,30.546,29.374,31.22,29.214,31.127,30.523,31.15,29.374,31.197,29.694,31.829
30.154,31.407,29.901,30.454,29.191,31.267,29.26,31.104,30.616,31.15,29.74,31.15,29.626,31.688
30.177,31.501,29.832,30.477,29.306,31.22,29.26,30.801,30.523,31.15,29.924,31.36,29.671,31.735
30.177,31.36,29.832,30.431,29.603,31.314,29.237,30.801,30.57,31.197,29.26,31.15,29.671,31.594
30.154,31.407,29.878,30.454,29.328,30.987,29.74,31.057,30.639,31.15,29.832,30.987,30.2,31.665
30.131,31.36,29.924,30.454,29.42,31.174,29.283,31.197,30.57,31.15,30.269,31.22,29.694,33.014
30.154,31.314,29.97,30.778,29.237,31.29,29.283,31.97,30.616,31.15,29.694,31.431,29.671,31.618
30.154,31.876,29.97,30.5,29.283,31.197,29.511,31.197,30.639,31.174,29.993,31.22,29.717,31.384
30.108,31.384,29.671,30.477,29.511,31.174,29.374,31.15,30.732,31.15,29.993,31.15,29.671,31.688
30.108,31.36,29.901,32.135,29.283,30.987,29.009,31.15,30.639,31.197,30.154,30.987,29.74,31.548
30.177,31.477,29.993,30.477,29.306,31.197,29.328,30.825,30.662,31.15,29.557,31.22,29.694,31.571
30.108,31.314,30.016,30.523,29.557,31.174,29.237,31.244,30.662,31.15,29.809,31.15,29.671,31.618
30.108,31.314,29.97,30.477,29.306,31.407,29.534,31.22,30.685,31.15,29.786,31.174,29.717,31.618
30.062,31.36,30.016,30.477,29.283,31.034,29.557,31.104,30.662,31.127,29.809,30.662,29.649,31.641
30.062,31.384,29.993,30.523,29.306,31.407,29.283,30.016,30.709,31.15,30.431,31.15,29.671,31.571
30.062,31.337,29.97,30.477,28.941,30.523,29.534,31.104,30.709,31.104,29.237,31.174,29.671,31.665
30.016,31.36,30.039,30.431,29.351,31.104,29.146,31.197,30.685,31.15,29.832,30.546,29.694,31.594
29.993,32.253,30.062,30.523,30.848,31.244,29.42,30.801,30.732,31.15,29.786,31.174,29.717,31.571
30.016,31.267,30.062,30.477,29.442,31.735,29.374,31.571,30.408,30.941,30.408,31.174,29.717,31.594
30.016,31.407,30.085,30.5,29.146,31.314,29.351,30.801,30.431,31.15,29.717,31.127,29.694,31.641
30.039,32.159,30.108,30.454,29.374,31.15,29.146,30.755,30.362,30.801,29.671,31.011,29.763,31.641
31.947,31.22,30.131,30.5,29.306,31.197,29.169,31.688,30.2,31.034,29.97,31.197,29.557,31.594
29.832,31.337,30.154,30.454,29.328,31.36,29.397,31.127,30.408,31.127,28.374,31.127,29.809,31.548
30.016,31.314,30.108,30.454,29.283,31.244,29.465,31.947,30.709,30.709,29.671,31.15,29.603,31.594
30.269,31.314,30.246,30.454,29.397,31.29,29.74,31.15,30.039,29.694,29.832,31.08,29.786,31.594
30.062,31.29,30.223,30.801,29.328,31.104,28.918,31.15,30.778,30.778,30.177,31.011,29.74,31.571
30.062,31.267,29.283,30.546,29.306,31.197,29.374,31.15,30.384,30.825,29.694,31.524,29.74,31.501
30.062,31.174,30.246,30.523,29.283,31.104,29.146,31.15,30.57,30.941,29.97,31.15,29.786,31.36
30.062,31.267,30.2,30.408,29.351,31.174,29.694,31.174,30.477,30.755,29.786,31.22,29.717,31.829
30.016,31.314,30.338,30.477,29.351,31.15,29.42,31.15,31.127,31.15,29.694,31.08,29.717,31.641
30.062,31.15,30.292,30.477,29.42,31.806,29.351,31.15,30.662,30.941,29.924,31.15,29.832,31.548
30.039,31.267,30.362,30.431,29.283,31.197,29.42,31.407,30.523,30.848,29.717,31.197,29.832,31.594
30.223,31.36,30.384,30.523,29.26,31.197,29.557,31.08,30.408,30.894,29.694,31.104,29.832,31.665
30.016,31.197,30.315,30.477,29.191,31.15,29.488,30.57,30.131,30.755,29.671,31.15,29.901,31.923
30.062,31.22,30.362,30.408,29.306,31.174,29.534,31.15,30.5,31.08,29.993,31.127,29.832,31.571
30.062,31.197,30.384,30.5,29.283,31.477,29.488,31.15,30.778,30.709,29.626,31.127,29.97,31.571
30.016,31.197,30.384,30.477,29.306,29.465,29.442,31.057,30.477,30.431,30.269,31.174,29.832,31.641
30.062,31.174,30.408,30.408,29.809,31.15,29.511,31.15,30.523,31.011,29.671,31.36,29.924,31.571
34.853,31.197,30.408,30.454,29.306,31.174,29.511,31.08,30.523,31.034,29.74,31.501,29.901,31.594
30.039,31.174,30.384,30.57,29.306,31.29,29.465,31.15,30.685,31.08,29.671,31.127,29.993,31.641
29.993,31.104,30.431,30.431,29.1,31.15,29.534,31.15,30.523,30.709,29.717,31.174,29.924,31.594
30.016,31.15,30.408,30.477,29.169,31.454,29.534,31.127,30.408,30.918,29.74,31.15,29.97,31.548
29.97,31.15,30.408,30.477,29.328,31.665,29.511,31.15,30.918,30.778,29.786,31.034,29.97,31.571
30.085,31.011,30.431,30.523,29.306,31.244,29.534,31.104,30.801,30.662,29.671,31.197,29.97,30.662
30.108,31.174,30.431,30.477,29.26,31.15,29.603,31.197,30.408,30.918,29.901,31.15,30.016,31.431
30.039,31.15,30.431,30.477,29.328,33.782,29.534,31.127,30.755,30.848,29.603,30.778,30.085,31.571
30.085,31.15,30.108,30.408,28.782,31.127,29.557,31.15,30.755,31.104,30.408,30.755,30.062,31.571
30.085,31.15,30.477,30.5,28.646,31.267,29.649,31.127,30.685,30.894,29.74,31.688,30.085,31.524
30.223,31.104,30.431,30.523,29.191,30.778,29.649,31.15,30.57,30.825,29.786,31.104,29.993,31.548
30.085,31.571,30.477,30.431,29.26,31.524,29.603,31.034,30.546,30.825,29.878,31.15,30.177,31.782
30.039,30.918,33.014,30.477,29.465,31.477,29.603,31.15,30.662,30.825,29.74,31.127,30.2,31.548
30.039,31.104,30.546,30.57,29.283,30.685,29.671,31.15,30.685,31.057,29.694,31.15,30.154,31.571
30.108,31.057,30.523,30.454,29.283,31.034,29.694,31.15,30.941,27.004,29.786,31.15,30.154,31.454
30.108,31.104,30.477,30.5,29.671,31.197,29.649,31.15,30.431,30.918,29.146,31.15,30.2,31.548
30.085,31.08,30.546,30.5,29.374,31.174,29.671,31.174,31.011,30.987,29.694,31.15,30.131,31.548
30.108,31.011,30.57,30.477,28.941,31.15,29.603,31.15,30.384,30.825,29.694,31.15,30.154,27.407
30.085,31.104,30.546,30.523,29.26,31.431,24.66,31.034,30.778,30.709,29.924,30.408,30.246,31.524
30.315,31.011,30.5,30.5,29.191,31.127,29.694,31.08,30.57,31.011,29.809,31.853,30.2,31.594
30.085,31.011,30.593,30.523,29.237,31.15,30.408,31.174,30.431,30.848,29.694,31.15,30.292,31.782
30.154,30.639,30.57,30.431,29.42,29.511,29.74,31.15,30.408,31.011,29.832,31.29,30.338,31.641
30.062,31.057,30.639,30.546,29.26,31.665,29.74,31.15,30.616,30.778,29.786,31.127,30.315,31.594
30.154,30.269,30.616,30.523,29.055,31.15,29.717,31.15,30.685,31.011,30.039,31.501,30.315,31.524
30.177,31.08,30.57,30.523,29.237,31.104,30.154,31.15,30.639,30.941,29.832,31.594,30.362,31.501
30.085,31.011,30.639,30.523,29.283,31.15,29.809,31.104,30.523,30.964,29.717,30.848,30.384,31.665
30.177,31.08,30.57,30.454,29.169,31.127,29.74,31.174,30.778,31.011,29.832,34.462,30.408,31.571
30.154,30.987,30.639,30.477,29.328,31.15,29.809,31.127,30.408,30.801,29.97,31.15,30.062,31.618
30.131,30.987,30.685,30.523,29.055,31.174,29.832,31.127,31.384,30.085,29.351,31.29,30.384,31.548
30.085,30.918,30.709,30.523,29.191,30.894,29.809,31.127,30.431,30.848,29.42,31.197,30.408,31.594
30.177,30.894,30.662,30.5,29.58,31.104,29.671,31.127,30.616,32.017,30.016,31.384,30.362,32.514
